work_year,experience_level,employment_type,job_title,salary_in_usd,remote_ratio,company_location,company_size
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Scientist,204500,0,CA,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Scientist,142200,0,CA,M
2023,Mid-level / Intermediate,Full-Time,Data Manager,115500,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Manager,73500,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Engineer,146000,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Engineer,97000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,147100,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,90700,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,257000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,197000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Business Intelligence Engineer,140000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Business Intelligence Engineer,120000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,85000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,79000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,93919,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,51962,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,155000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,84800,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,250500,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,166600,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Scientist,135344,0,GB,M
2023,Mid-level / Intermediate,Full-Time,Data Scientist,98432,0,GB,M
2023,Executive-level / Director,Full-Time,Data Engineer,174500,0,US,M
2023,Executive-level / Director,Full-Time,Data Engineer,113000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,135000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,90000,0,US,M
2023,Executive-level / Director,Full-Time,Head of Data,246080,0,GB,M
2023,Executive-level / Director,Full-Time,Head of Data,184560,0,GB,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,135000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,90000,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Analyst,53120,0,EE,M
2023,Mid-level / Intermediate,Full-Time,Data Analyst,33686,0,EE,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,260000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,225000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,226600,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,140100,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,204600,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,126500,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,340000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,212000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Analytics Engineer,213600,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Analytics Engineer,142400,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,153600,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,106800,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,309000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,142000,0,US,M
2023,Mid-level / Intermediate,Full-Time,ML Engineer,125000,100,US,M
2023,Mid-level / Intermediate,Full-Time,ML Engineer,85000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,226600,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,140100,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Research Scientist,303050,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Research Scientist,202350,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,143000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,95000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Business Intelligence Engineer,185000,0,US,L
2023,Senior-level / Executive-level / Directorpert,Full-Time,Business Intelligence Engineer,79600,0,US,L
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,207900,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,158400,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Research Scientist,303050,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Research Scientist,202350,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Infrastructure Engineer,385000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Infrastructure Engineer,200000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,241300,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,211949,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Strategy Manager,115000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Strategy Manager,90000,100,US,M
2023,Mid-level / Intermediate,Full-Time,Data Scientist,172200,100,US,M
2023,Mid-level / Intermediate,Full-Time,Data Scientist,131200,100,US,M
2023,Entry-level / Junior,Full-Time,Data Scientist,105000,0,US,M
2023,Entry-level / Junior,Full-Time,Data Scientist,70000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,253000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,123800,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,240000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,142500,0,US,M
2023,Entry-level / Junior,Full-Time,Data Scientist,34924,0,PL,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,330000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,204000,0,US,M
2023,Executive-level / Director,Full-Time,Machine Learning Engineer,180000,100,US,M
2023,Executive-level / Director,Full-Time,Machine Learning Engineer,160000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Business Intelligence Analyst,193600,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Business Intelligence Analyst,130838,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,225500,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,139400,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,143000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,95000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,328133,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,218755,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,250830,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,143370,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Analytics Engineer,260000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Analytics Engineer,160000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,203500,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,166500,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Scientist,180000,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Scientist,162000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,145000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,115000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,180400,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,138800,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Research Analyst,148350,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Research Analyst,87400,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Analyst,87500,100,US,M
2023,Mid-level / Intermediate,Full-Time,Data Analyst,62500,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Science Consultant,157550,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Science Consultant,104650,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Manager,115500,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Manager,73500,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,309000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,142000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,139500,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,118575,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,129150,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,98400,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,192500,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,140000,100,US,M
2023,Mid-level / Intermediate,Full-Time,Data Engineer,67672,100,GB,M
2023,Mid-level / Intermediate,Full-Time,Data Engineer,67672,100,GB,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Business Intelligence Developer,98010,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Business Intelligence Developer,66825,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Manager,145000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Manager,130000,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Analyst,95000,100,US,M
2023,Mid-level / Intermediate,Full-Time,Data Analyst,80000,100,US,M
2023,Mid-level / Intermediate,Full-Time,Decision Scientist,204500,0,US,M
2023,Mid-level / Intermediate,Full-Time,Decision Scientist,142200,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,120000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,100000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Science Manager,190000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Science Manager,170000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Research Engineer,155000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Research Engineer,130000,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Manager,115500,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Manager,73500,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,204500,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,142200,0,US,M
2023,Mid-level / Intermediate,Full-Time,Machine Learning Engineer,170000,0,US,S
2023,Mid-level / Intermediate,Full-Time,Machine Learning Engineer,120000,0,US,S
2023,Mid-level / Intermediate,Full-Time,Data Analyst,229000,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Analyst,131000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Architect,104584,0,GB,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Architect,92280,0,GB,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,192000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,164000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,181500,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,112200,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,223800,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,172100,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Applied Scientist,258800,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Applied Scientist,199200,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Research Engineer,185000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Research Engineer,148000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,193600,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,119700,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,175750,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,136742,0,US,M
2023,Mid-level / Intermediate,Full-Time,Research Engineer,257400,0,US,M
2023,Mid-level / Intermediate,Full-Time,Research Engineer,193500,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,228856,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,144540,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Architect,170000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Architect,140000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,155000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,125000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Architect,170000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Architect,140000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,150600,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,120500,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,176000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,152000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Analytics Engineer,200000,100,US,L
2023,Mid-level / Intermediate,Full-Time,Data Strategist,115500,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Strategist,73500,0,US,M
2023,Executive-level / Director,Full-Time,Data Engineer,135344,0,GB,M
2023,Executive-level / Director,Full-Time,Data Engineer,98432,0,GB,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,225000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,172758,100,US,M
2023,Mid-level / Intermediate,Full-Time,Research Engineer,86128,100,GB,M
2023,Mid-level / Intermediate,Full-Time,Research Engineer,67672,100,GB,M
2023,Mid-level / Intermediate,Full-Time,Data Analyst,110000,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Analyst,85000,0,US,M
2023,Mid-level / Intermediate,Full-Time,Insight Analyst,51676,0,GB,M
2023,Mid-level / Intermediate,Full-Time,Insight Analyst,43064,0,GB,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,245000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,194992,100,US,M
2023,Mid-level / Intermediate,Full-Time,Data Scientist,140000,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Scientist,100000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,213800,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,180300,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,145000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,90000,0,US,M
2023,Executive-level / Director,Full-Time,Director of Data Science,375500,100,US,M
2023,Executive-level / Director,Full-Time,Director of Data Science,250300,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,250500,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,166600,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,ML Engineer,262269,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,ML Engineer,230797,100,US,M
2023,Mid-level / Intermediate,Full-Time,Data Engineer,147100,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Engineer,90700,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Infrastructure Engineer,185000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Infrastructure Engineer,145000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,123040,0,GB,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,92280,0,GB,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,BI Developer,98432,0,GB,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,BI Developer,62442,0,GB,M
2023,Mid-level / Intermediate,Full-Time,Data Scientist,115000,100,US,M
2023,Mid-level / Intermediate,Full-Time,Data Scientist,90000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,195000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,73500,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,155000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,84800,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Infrastructure Engineer,185000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Infrastructure Engineer,145000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Infrastructure Engineer,158900,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Infrastructure Engineer,132400,100,US,M
2023,Mid-level / Intermediate,Full-Time,AI Engineer,140000,100,US,S
2023,Mid-level / Intermediate,Full-Time,Data Manager,130000,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Manager,100000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Scientist,163800,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Scientist,126000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,225000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,111967,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,205600,0,US,L
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,105700,0,US,L
2023,Mid-level / Intermediate,Full-Time,Data Manager,115500,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Manager,73500,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Analyst,104000,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Analyst,88000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,216027,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,101028,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,48585,0,ES,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,38868,0,ES,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Applied Scientist,309400,0,US,L
2023,Senior-level / Executive-level / Directorpert,Full-Time,Applied Scientist,159100,0,US,L
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,142000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,128000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,174350,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,126800,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,226600,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,140100,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,180000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,162000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,262000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,186000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Business Intelligence Engineer,185000,0,US,L
2023,Senior-level / Executive-level / Directorpert,Full-Time,Business Intelligence Engineer,79600,0,US,L
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,129000,100,CA,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,95000,100,CA,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Analytics Engineer,175000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Analytics Engineer,120000,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Analyst,92280,0,GB,M
2023,Mid-level / Intermediate,Full-Time,Data Analyst,67672,0,GB,M
2023,Entry-level / Junior,Full-Time,Applied Data Scientist,29691,50,IT,L
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,130000,100,US,S
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,105000,100,US,S
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,232200,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,119000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,268000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,137500,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,153300,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,104244,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Applied Scientist,216000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Applied Scientist,184000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,190000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,145000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,155000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,135000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,226000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,160000,100,US,M
2023,Mid-level / Intermediate,Full-Time,Data Analyst,80000,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Analyst,70000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Science Practitioner,198800,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Science Practitioner,122600,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Applied Scientist,230000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Applied Scientist,196000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,181500,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,127000,0,US,M
2023,Mid-level / Intermediate,Full-Time,Machine Learning Researcher,210000,0,US,S
2023,Senior-level / Executive-level / Directorpert,Full-Time,AI Programmer,120000,100,FR,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,ML Engineer,385000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,ML Engineer,245000,100,US,M
2023,Mid-level / Intermediate,Full-Time,AI Engineer,225000,0,US,M
2023,Mid-level / Intermediate,Full-Time,AI Engineer,175000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,110019,100,CA,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,86682,100,CA,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,131650,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,105320,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Research Engineer,210000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Research Engineer,151800,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,147500,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,112500,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,240000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,163200,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,134200,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,103200,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,65000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,55000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,234000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,176000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Infrastructure Engineer,165400,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Infrastructure Engineer,127300,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,180400,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,138800,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Science Manager,107968,50,CZ,L
2023,Mid-level / Intermediate,Full-Time,AI Engineer,32811,100,ES,L
2023,Mid-level / Intermediate,Full-Time,Data Science Manager,38915,50,IN,L
2023,Mid-level / Intermediate,Full-Time,Data Science Lead,185900,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Science Lead,129300,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Manager,115500,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Manager,73500,0,US,M
2023,Mid-level / Intermediate,Full-Time,Machine Learning Engineer,145000,0,US,M
2023,Mid-level / Intermediate,Full-Time,Machine Learning Engineer,135000,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Scientist,126900,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Scientist,77900,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,85000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,75000,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Engineer,110736,100,GB,M
2023,Mid-level / Intermediate,Full-Time,Data Engineer,92280,100,GB,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,330000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,204000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,169000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,110600,0,US,M
2023,Entry-level / Junior,Full-Time,AI Research Engineer,24322,100,CH,L
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Science Manager,43779,100,IN,L
2023,Mid-level / Intermediate,Full-Time,Data Manager,115500,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Manager,73500,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,168000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,130000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,225500,0,US,M
