work_year,experience_level,employment_type,job_title,salary_in_usd,remote_ratio,company_location,company_size
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,342300,0,US,L
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,176100,0,US,L
2023,Mid-level / Intermediate,Full-Time,Data Engineer,100000,100,US,M
2023,Mid-level / Intermediate,Full-Time,Data Engineer,70000,100,US,M
2023,Entry-level / Junior,Full-Time,Data Engineer,85000,0,US,M
2023,Entry-level / Junior,Full-Time,Data Engineer,65000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,138784,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,83270,100,US,M
2023,Entry-level / Junior,Full-Time,Data Analyst,75000,0,US,M
2023,Entry-level / Junior,Full-Time,Data Analyst,70000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,204500,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,138900,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,318300,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,212200,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,95000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,75000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,195000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,160000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Analytics Engineer,230000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Analytics Engineer,143200,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Engineer,100000,100,US,M
2023,Mid-level / Intermediate,Full-Time,Data Engineer,70000,100,US,M
2023,Mid-level / Intermediate,Full-Time,Business Data Analyst,105000,50,US,L
2023,Mid-level / Intermediate,Full-Time,Applied Data Scientist,20673,100,IN,L
2023,Mid-level / Intermediate,Full-Time,Data Analyst,46755,0,GB,M
2023,Mid-level / Intermediate,Full-Time,Data Analyst,43064,0,GB,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,145000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,115000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,168400,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,105200,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Applied Scientist,309400,0,US,L
2023,Senior-level / Executive-level / Directorpert,Full-Time,Applied Scientist,159100,0,US,L
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,190000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,150000,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Engineer,162500,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Engineer,130000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Analytics Engineer,150000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Analytics Engineer,120000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,145000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,120000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Applied Scientist,222200,0,US,L
2023,Senior-level / Executive-level / Directorpert,Full-Time,Applied Scientist,136000,0,US,L
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,55368,100,CF,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,43064,100,CF,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,241000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,155000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,220000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,190000,100,US,M
2023,Mid-level / Intermediate,Full-Time,Data Scientist,67672,0,GB,M
2023,Mid-level / Intermediate,Full-Time,Data Scientist,55368,0,GB,M
2020,Executive-level / Director,Full-Time,Staff Data Analyst,15000,0,CA,M
2023,Mid-level / Intermediate,Full-Time,ETL Engineer,86128,100,GB,M
2023,Mid-level / Intermediate,Full-Time,ETL Engineer,58444,100,GB,M
2023,Entry-level / Junior,Full-Time,Data Analyst,85000,100,US,M
2023,Entry-level / Junior,Full-Time,Data Analyst,75000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,160000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,140000,0,US,M
2023,Mid-level / Intermediate,Full-Time,Machine Learning Engineer,300000,0,US,M
2023,Mid-level / Intermediate,Full-Time,Machine Learning Engineer,250000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,228000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,186000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,190000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,170000,0,US,M
2023,Mid-level / Intermediate,Full-Time,Research Engineer,230000,0,US,M
2023,Mid-level / Intermediate,Full-Time,Research Engineer,200000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Architect,180000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Architect,115000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Architect,200000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Architect,115000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data DevOps Engineer,53984,50,FR,S
2023,Executive-level / Director,Full-Time,Data Engineer,220000,0,US,M
2023,Executive-level / Director,Full-Time,Data Engineer,205000,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Engineer,180000,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Engineer,130000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,200000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,150000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Computer Vision Engineer,215000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Computer Vision Engineer,170000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,247500,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,172200,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,224000,0,CA,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,176000,0,CA,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,120000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,75000,100,US,M
2023,Entry-level / Junior,Full-Time,Data Engineer,17025,100,IN,L
2023,Senior-level / Executive-level / Directorpert,Full-Time,Applied Data Scientist,67635,100,FI,M
2023,Mid-level / Intermediate,Full-Time,AI Developer,74883,0,FI,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,140000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,120000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,128000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,81500,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,145000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,115000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,185000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,140000,0,US,M
2023,Executive-level / Director,Full-Time,Head of Data,329500,0,US,M
2023,Executive-level / Director,Full-Time,Head of Data,269600,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Quality Analyst,100000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Quality Analyst,80000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,250000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,162500,0,US,M
2023,Mid-level / Intermediate,Full-Time,AI Developer,200000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,145000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,100000,0,US,M
2023,Executive-level / Director,Full-Time,Data Engineer,145000,0,US,M
2023,Executive-level / Director,Full-Time,Data Engineer,115000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,203500,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,152000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,239000,0,US,L
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,122900,0,US,L
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,237000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,145000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Science Manager,191765,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Science Manager,134236,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Analytics Engineer,190000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Analytics Engineer,112000,100,US,M
2022,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,88256,100,GB,L
2023,Entry-level / Junior,Full-Time,Data Engineer,85000,0,US,M
2023,Entry-level / Junior,Full-Time,Data Engineer,65000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,135000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,105500,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Research Engineer,293000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Research Engineer,185000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,80000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,70000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,220000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,160000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,175000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,145000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,200000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,148500,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,48585,0,ES,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,38868,0,ES,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,240500,0,US,L
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,123700,0,US,L
2023,Senior-level / Executive-level / Directorpert,Full-Time,Analytics Engineer,152900,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Analytics Engineer,117100,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Analytics Engineer,173000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Analytics Engineer,113000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Applied Scientist,260000,0,US,L
2023,Senior-level / Executive-level / Directorpert,Full-Time,Applied Scientist,136000,0,US,L
2023,Executive-level / Director,Full-Time,Data Engineer,175000,0,US,M
2023,Executive-level / Director,Full-Time,Data Engineer,110000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Applied Scientist,260000,0,US,L
2023,Senior-level / Executive-level / Directorpert,Full-Time,Applied Scientist,136000,0,US,L
2023,Senior-level / Executive-level / Directorpert,Full-Time,Research Scientist,130000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Research Scientist,110000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Applied Scientist,205000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Applied Scientist,184000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,149500,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,127075,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,195000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,160000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,219535,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,146115,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,170000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,135000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,175000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,145000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,199000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,162000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Applied Scientist,222200,0,US,L
2023,Senior-level / Executive-level / Directorpert,Full-Time,Applied Scientist,136000,0,US,L
2023,Executive-level / Director,Full-Time,Analytics Engineer,221000,100,US,M
2023,Executive-level / Director,Full-Time,Analytics Engineer,153000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,187000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,128000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Research Scientist,210000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Research Scientist,136000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,175000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,100000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,179000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,109000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,245000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,180000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,142000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,75000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Manager,198800,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Manager,105200,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,125000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,112000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,210000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,155000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Manager,115000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Manager,86000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,165000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,140000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,139000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,106000,0,US,M
2023,Entry-level / Junior,Full-Time,Data Analyst,40747,0,CA,L
2022,Senior-level / Executive-level / Directorpert,Full-Time,AI Developer,275000,0,CA,S
2023,Senior-level / Executive-level / Directorpert,Freelance,Machine Learning Researcher,50000,50,UA,S
2023,Mid-level / Intermediate,Full-Time,Machine Learning Engineer,280700,100,US,M
2023,Mid-level / Intermediate,Full-Time,Machine Learning Engineer,150450,100,US,M
2023,Entry-level / Junior,Full-Time,Data Scientist,51861,100,CA,L
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Architect,250500,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Architect,159500,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,145000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,115000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,140000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,120000,0,US,M
2023,Entry-level / Junior,Full-Time,Data Scientist,130001,100,US,M
2023,Entry-level / Junior,Full-Time,Data Scientist,71907,100,US,M
2023,Mid-level / Intermediate,Full-Time,Data Scientist,93918,100,US,M
2023,Mid-level / Intermediate,Full-Time,Data Scientist,51962,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,175000,100,CA,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,135000,100,CA,M
2023,Entry-level / Junior,Full-Time,Data Engineer,85000,0,US,M
2023,Entry-level / Junior,Full-Time,Data Engineer,65000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,257000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,147000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,222000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,175000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,203000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,133200,100,US,M
2023,Entry-level / Junior,Full-Time,Applied Scientist,213660,0,US,L
2023,Entry-level / Junior,Full-Time,Applied Scientist,130760,0,US,L
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,221000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,147000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Quality Analyst,100000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Quality Analyst,80000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,185900,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,129300,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,238000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,156000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,304000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,199000,100,US,M
2023,Mid-level / Intermediate,Full-Time,Big Data Engineer,48585,100,ES,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,150000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,130000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,140000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,110000,100,US,M
2023,Mid-level / Intermediate,Full-Time,Data Analyst,90000,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Analyst,75000,0,US,M
2023,Mid-level / Intermediate,Full-Time,Research Scientist,198340,0,GB,M
2023,Mid-level / Intermediate,Full-Time,Research Scientist,104055,0,GB,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,240000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,183600,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Specialist,130000,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Specialist,80000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,250000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,150000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analytics Manager,160000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analytics Manager,120000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,289076,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,202353,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,145000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,120000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,155000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,106000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,200000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,160000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,157750,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,104650,100,US,M
2023,Mid-level / Intermediate,Full-Time,Data Scientist,180000,100,US,M
2023,Mid-level / Intermediate,Full-Time,Data Scientist,140000,100,US,M
2023,Executive-level / Director,Full-Time,Data Scientist,200000,0,US,M
2023,Executive-level / Director,Full-Time,Data Scientist,145000,0,US,M
2023,Mid-level / Intermediate,Full-Time,Lead Data Analyst,68000,0,US,L
2023,Entry-level / Junior,Full-Time,BI Data Engineer,60000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,48585,0,ES,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,38868,0,ES,M
2023,Entry-level / Junior,Full-Time,Data Engineer,85000,0,US,M
2023,Entry-level / Junior,Full-Time,Data Engineer,65000,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Engineer,125000,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Engineer,90000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,105000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,90000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Analytics Engineer,179820,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Analytics Engineer,143860,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,135000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,105500,0,US,M
2023,Entry-level / Junior,Full-Time,Research Engineer,155000,0,US,M
2023,Entry-level / Junior,Full-Time,Research Engineer,125000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,241000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,181000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,252000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,154000,0,US,M
2023,Executive-level / Director,Full-Time,Data Architect,180000,0,US,M
2023,Executive-level / Director,Full-Time,Data Architect,155000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,191765,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,134236,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,175000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,145000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,237000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,145000,100,US,M
2023,Entry-level / Junior,Full-Time,Research Engineer,155000,0,US,M
2023,Entry-level / Junior,Full-Time,Research Engineer,125000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,80000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,70000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,146000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,75000,0,US,M
2023,Entry-level / Junior,Full-Time,Data Analyst,64200,100,US,M
2023,Entry-level / Junior,Full-Time,Data Analyst,56100,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,170000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,130000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,208450,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,170550,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,125000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,100000,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Manager,135000,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Manager,120000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,200000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,170000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,171250,0,IE,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,113750,0,IE,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Applied Scientist,222200,0,US,L
2023,Senior-level / Executive-level / Directorpert,Full-Time,Applied Scientist,136000,0,US,L
2023,Senior-level / Executive-level / Directorpert,Full-Time,Applied Scientist,260000,0,US,L
2023,Senior-level / Executive-level / Directorpert,Full-Time,Applied Scientist,136000,0,US,L
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,153600,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Analyst,100500,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Applied Scientist,205000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Applied Scientist,184000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,115000,100,CA,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Machine Learning Engineer,95000,100,CA,M
2023,Mid-level / Intermediate,Full-Time,Data Analyst,182500,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Analyst,121500,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,203100,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,114500,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Analyst,73824,0,GB,M
2023,Mid-level / Intermediate,Full-Time,Data Analyst,55368,0,GB,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,252000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,129000,0,US,M
2023,Entry-level / Junior,Full-Time,Data Engineer,92700,100,US,M
2023,Entry-level / Junior,Full-Time,Data Engineer,61800,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,160000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Engineer,130000,100,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,258000,0,CA,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,190000,0,CA,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,170000,0,US,M
2023,Senior-level / Executive-level / Directorpert,Full-Time,Data Scientist,135000,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Architect,167500,0,US,M
2023,Mid-level / Intermediate,Full-Time,Data Architect,106500,0,US,M
